id,type,x,y,z,x_nii,y_nii,z_nii,radius,parent,is_terminal,order
1,1,47419.9,54411.8,20485.2,189.6796,217.6472,81.9408,0.0391,-1,0,0
2,3,47418.0,54413.1,20487.5,189.672,217.6524,81.95,2.6016,1,0,1
3,3,47416.9,54421.2,20490.5,189.6676,217.6848,81.962,1.7344,2,0,1
4,3,47417.1,54427.9,20492.0,189.6684,217.7116,81.968,1.2461,3,0,1
5,3,47414.9,54434.2,20497.5,189.6596,217.7368,81.99,0.0117,4,0,1
6,3,47421.4,54424.8,20488.2,189.6856,217.6992,81.9528,0.0039,1,0,1
7,3,47422.5,54432.4,20490.8,189.69,217.7296,81.9632,0.9219,6,0,1
8,3,47422.1,54411.9,20475.5,189.6884,217.6476,81.902,0.0078,1,0,1
9,3,47425.2,54417.3,20468.8,189.7008,217.6692,81.8752,1.625,8,0,1
10,3,47428.3,54421.7,20462.2,189.7132,217.6868,81.8488,1.7891,9,0,1
11,3,47430.1,54424.9,20455.2,189.7204,217.6996,81.8208,2.0586,10,0,1
12,3,47424.6,54407.2,20489.0,189.6984,217.6288,81.956,0.5,1,0,1
13,3,47428.1,54408.1,20489.5,189.7124,217.6324,81.958,0.5,12,0,1
14,3,47429.6,54406.9,20490.2,189.7184,217.6276,81.9608,0.0195,13,0,1
15,3,47423.9,54399.0,20493.8,189.6956,217.596,81.9752,0.0117,1,0,1
16,3,47418.9,54406.0,20493.2,189.6756,217.624,81.9728,0.9766,1,0,1
17,3,47418.9,54408.6,20497.2,189.6756,217.6344,81.9888,0.4336,16,0,1
18,3,47417.1,54406.9,20503.2,189.6684,217.6276,82.0128,0.7031,17,0,1
19,3,47411.7,54407.2,20510.5,189.6468,217.6288,82.042,1.0273,18,0,1
20,3,47407.4,54409.6,20515.8,189.6296,217.6384,82.0632,1.082,19,0,1
21,3,47399.2,54410.2,20525.5,189.5968,217.6408,82.102,1.0273,20,0,1
22,3,47392.8,54413.3,20530.2,189.5712,217.6532,82.1208,0.6484,21,0,1
23,3,47384.8,54413.5,20533.5,189.5392,217.654,82.134,0.9766,22,0,1
24,3,47377.3,54415.1,20536.0,189.5092,217.6604,82.144,0.0039,23,0,1
25,3,47374.6,54419.7,20539.0,189.4984,217.6788,82.156,0.8125,24,0,1
26,3,47373.1,54422.5,20543.5,189.4924,217.69,82.174,0.6484,25,0,1
27,3,47372.2,54424.1,20548.0,189.4888,217.6964,82.192,0.0039,26,0,1
28,3,47368.5,54424.0,20551.8,189.474,217.696,82.2072,1.082,27,0,1
29,3,47367.7,54427.4,20553.5,189.4708,217.7096,82.214,0.8672,28,0,1
30,3,47365.1,54427.4,20556.8,189.4604,217.7096,82.2272,1.0273,29,0,1
31,3,47361.4,54424.6,20562.5,189.4456,217.6984,82.25,1.0273,30,0,1
32,3,47358.0,54424.6,20567.8,189.432,217.6984,82.2712,0.9219,31,0,1
33,3,47356.2,54427.4,20571.2,189.4248,217.7096,82.2848,0.7031,32,0,1
34,3,47355.5,54432.5,20574.2,189.422,217.73,82.2968,1.3008,33,0,1
35,3,47353.5,54435.3,20577.2,189.414,217.7412,82.3088,0.4883,34,0,1
36,3,47349.9,54437.4,20581.8,189.3996,217.7496,82.3272,0.543,35,0,1
37,3,47345.7,54438.6,20585.5,189.3828,217.7544,82.342,0.7031,36,0,1
38,3,47344.1,54441.5,20589.0,189.3764,217.766,82.356,0.3789,37,0,1
39,3,47340.7,54443.1,20594.5,189.3628,217.7724,82.378,0.7031,38,0,1
40,3,47336.5,54442.6,20598.8,189.346,217.7704,82.3952,0.6484,39,0,1
41,3,47334.4,54444.2,20600.2,189.3376,217.7768,82.4008,0.6484,40,0,1
42,3,47329.3,54442.6,20604.0,189.3172,217.7704,82.416,0.4336,41,0,1
43,3,47324.1,54443.5,20607.5,189.2964,217.774,82.43,1.1914,42,0,1
44,3,47318.2,54440.9,20613.8,189.2728,217.7636,82.4552,0.5977,43,0,1
45,3,47313.7,54437.5,20621.0,189.2548,217.75,82.484,0.8672,44,0,1
46,3,47305.0,54433.6,20632.5,189.22,217.7344,82.53,0.8672,45,0,1
47,3,47301.0,54433.4,20641.0,189.204,217.7336,82.564,0.9219,46,0,1
48,3,47299.3,54436.4,20645.0,189.1972,217.7456,82.58,0.3789,47,0,1
49,3,47291.7,54432.4,20653.8,189.1668,217.7296,82.6152,1.4609,48,0,1
50,3,47289.1,54430.8,20659.2,189.1564,217.7232,82.6368,0.9766,49,0,1
51,3,47285.0,54431.3,20662.8,189.14,217.7252,82.6512,1.1367,50,0,1
52,3,47277.4,54429.7,20666.8,189.1096,217.7188,82.6672,0.543,51,0,1
53,3,47274.3,54431.2,20668.5,189.0972,217.7248,82.674,0.6484,52,1,1
54,2,47418.6,54405.4,20490.0,189.6744,217.6216,81.96,2.0586,1,0,1
55,2,47418.7,54405.1,20493.8,189.6748,217.6204,81.9752,1.2461,54,0,1
56,2,47419.1,54408.2,20496.0,189.6764,217.6328,81.984,0.9766,55,0,1
57,2,47418.0,54407.9,20501.0,189.672,217.6316,82.004,0.9219,56,0,1
58,2,47414.2,54404.8,20507.2,189.6568,217.6192,82.0288,1.1914,57,0,1
